Month,RTGS_vol,RTGS_val,CCIL_vol,CCIL_val,Paper_vol,Paper_val,Retail_vol,Retail_val,IMPS_vol,IMPS_val,NACH_vol,NACH_val,AllCards_vol,AllCards_val,CreditCards_vol,CreditCards_val,CreditCardsATM_vol,CreditCardsATM_val,CreditCardsPOS_vol,CreditCardsPOS_val,DebitCards_vol,DebitCards_val,DebitCardsATM_vol,DebitCardsATM_val,DebitCardsPOS_vol,DebitCardsPOS_val,PPI_vol,PPI_val,mBanking_vol,mBanking_val,CardsTotalNumber,CreditCardsNumber,DebitCardsNumber,ATMNumber,POSNumber,DigitalGrantTotal_vol,DigitalGrandTotal_val
Jul-2010,4.16,"67,160.66",0.13,"27,451.14",118.70,"8,103.00",34.66,967.47,–,–,–,–,40.74,87.20,21.90,58.17,–,–,21.90,58.17,18.84,29.03,–,–,18.84,29.03,–,–,–,–,214.63,18.93,195.70,–,–,89.74,"60,380.60"
Jun-2010,4.09,"68,405.64",0.16,"30,364.38",110.40,"8,359.00",30.16,715.50,–,–,–,–,37.02,81.36,20.20,55.39,–,–,20.20,55.39,16.82,25.97,–,–,16.82,25.97,–,–,–,–,210.85,18.94,191.91,–,–,80.62,"64,716.33"
May-2010,3.93,"56,778.74",0.15,"33,068.28",111.10,"8,218.00",26.94,716.69,–,–,–,–,38.85,88.94,20.95,59.36,–,–,20.95,59.36,17.90,29.59,–,–,17.90,29.59,–,–,–,–,207.27,19.02,188.25,–,–,79.03,"63,276.52"
Apr-2010,3.74,"70,719.82",0.13,"33,098.52",117.50,"8,600.00",28.09,762.05,–,–,–,–,35.82,79.82,19.83,54.74,–,–,19.83,54.74,16.00,25.08,–,–,16.00,25.08,–,–,–,–,204.08,19.29,184.79,–,–,77.61,"62,237.28"
Mar-2010,4.37,"76,677.03",0.12,"34,592.82",134.05,"11,567.34",29.83,596.15,–,–,–,–,36.26,81.39,20.65,57.12,–,–,20.65,57.12,15.62,24.27,–,–,15.62,24.27,–,–,–,–,200.30,18.33,181.97,–,–,204.63,"95,004.22"
Feb-2010,3.36,"69,009.32",0.11,"32,935.94",107.64,"7,771.85",25.42,513.07,–,–,–,–,32.79,71.34,18.12,49.23,–,–,18.12,49.23,14.68,22.11,–,–,14.68,22.11,–,–,–,–,198.14,20.16,177.98,–,–,169.32,"70,138.94"
Jan-2010,3.26,"73,349.01",0.12,"30,668.07",112.47,"8,000.47",25.28,520.77,–,–,–,–,36.09,79.17,20.26,54.26,–,–,20.26,54.26,15.83,24.91,–,–,15.83,24.91,–,–,–,–,194.57,20.44,174.13,–,–,177.21,"70,814.00"
Dec-2009,3.28,"76,681.26",0.12,"32,835.95",117.73,"8,334.89",24.79,491.88,–,–,–,–,35.92,79.40,20.48,55.07,–,–,20.48,55.07,15.44,24.34,–,–,15.44,24.34,–,–,–,–,191.22,20.65,170.57,–,–,181.83,"76,486.81"
Nov-2009,2.94,"77,805.24",0.13,"31,160.88",109.21,"7,434.78",25.39,412.78,–,–,–,–,33.55,75.20,19.42,52.63,–,–,19.42,52.63,14.13,22.57,–,–,14.13,22.57,–,–,–,–,186.67,20.84,165.83,–,–,171.21,"67,036.34"
Oct-2009,2.93,"84,496.96",0.11,"31,752.55",125.05,"9,160.09",32.48,596.90,–,–,–,–,34.89,82.33,20.47,56.61,–,–,20.47,56.61,14.42,25.72,–,–,14.42,25.72,–,–,–,–,183.93,21.12,162.81,–,–,195.46,"75,327.90"
Sep-2009,2.43,"92,581.42",0.11,"34,377.66",109.17,"8,229.04",27.98,470.72,–,–,–,–,32.81,70.19,19.13,49.05,–,–,19.13,49.05,13.69,21.14,–,–,13.69,21.14,–,–,–,–,180.33,21.31,159.02,–,–,172.51,"77,932.62"
Aug-2009,2.32,"92,481.13",0.10,"31,213.07",111.52,"8,118.56",28.88,501.53,–,–,–,–,34.46,71.92,19.67,48.58,–,–,19.67,48.58,14.79,23.33,–,–,14.79,23.33,–,–,–,–,177.05,21.95,155.10,–,–,177.29,"71,864.93"
Jul-2009,2.35,"99,660.69",0.13,"32,388.76",120.09,"9,008.04",29.26,567.30,–,–,–,–,34.44,70.55,20.21,49.57,–,–,20.21,49.57,14.23,20.98,–,–,14.23,20.98,–,–,–,–,173.52,22.26,151.26,–,–,186.27,"73,828.41"
Jun-2009,2.23,"100,451.67",0.12,"34,679.40",112.24,"8,582.17",23.32,449.32,–,–,–,–,31.70,66.78,19.10,48.63,–,–,19.10,48.63,12.59,18.15,–,–,12.59,18.15,–,–,–,–,169.23,22.84,146.39,–,–,169.60,"77,249.16"
May-2009,1.98,"93,675.48",0.11,"32,775.24",110.23,"8,514.48",21.14,359.32,–,–,–,–,30.91,67.04,18.20,48.16,–,–,18.20,48.16,12.71,18.88,–,–,12.71,18.88,–,–,–,–,167.08,24.05,143.03,–,–,164.37,"71,036.52"
Apr-2009,1.82,"74,830.10",0.10,"28,015.48",110.90,"9,377.69",19.98,486.70,–,–,–,–,30.59,67.11,18.54,49.32,–,–,18.54,49.32,12.05,17.78,–,–,12.05,17.78,–,–,–,–,164.92,24.37,140.55,–,–,163.38,"66,157.87"
Mar-2009,1.94,"65,746.48",0.10,"33,129.08",124.71,"12,164.45",22.21,393.86,–,–,–,–,32.43,65.18,20.70,49.46,–,–,20.70,49.46,11.72,15.71,–,–,11.72,15.71,–,–,–,–,162.13,24.70,137.43,–,–,181.38,"82,231.00"
Feb-2009,1.50,"55,820.80",0.08,"24,757.47",108.80,"8,599.82",23.77,344.87,–,–,–,–,30.64,61.95,19.60,46.59,–,–,19.60,46.59,11.04,15.35,–,–,11.04,15.35,–,–,–,–,159.75,25.51,134.24,–,–,164.79,"59,281.17"
Jan-2009,1.44,"56,259.33",0.11,"28,042.21",113.86,"9,389.10",22.22,426.34,–,–,–,–,33.66,68.89,21.79,51.71,–,–,21.79,51.71,11.87,17.18,–,–,11.87,17.18,–,–,–,–,157.29,25.87,131.42,–,–,171.29,"64,179.06"
Dec-2008,1.37,"52,941.24",0.13,"30,908.32",117.34,"9,369.48",21.62,345.53,–,–,–,–,34.45,69.83,22.60,53.11,–,–,22.60,53.11,11.86,16.72,–,–,11.86,16.72,–,–,–,–,153.69,26.15,127.53,–,–,174.91,"68,747.29"
Nov-2008,1.14,"40,130.12",0.10,"25,689.92",110.44,"8,964.51",22.20,346.11,–,–,–,–,31.09,69.14,20.57,53.55,–,–,20.57,53.55,10.51,15.58,–,–,10.51,15.58,–,–,–,–,152.09,26.57,125.51,–,–,164.97,"58,461.47"
Oct-2008,1.09,"57,095.03",0.10,"24,365.02",124.77,"10,724.97",28.71,413.63,–,–,–,–,35.55,84.03,23.65,64.42,–,–,23.65,64.42,11.90,19.61,–,–,11.90,19.61,–,–,–,–,148.64,26.68,121.96,–,–,190.22,"62,979.79"
Sep-2008,0.95,"54,670.11",0.11,"26,307.87",112.08,"10,454.07",25.32,319.70,–,–,–,–,32.31,71.49,21.92,56.36,–,–,21.92,56.36,10.40,15.13,–,–,10.40,15.13,–,–,–,–,146.56,26.82,119.74,–,–,170.77,"66,786.81"
Aug-2008,0.85,"41,007.97",0.10,"23,536.01",114.43,"10,006.94",27.76,302.54,–,–,–,–,33.87,75.39,22.63,58.01,–,–,22.63,58.01,11.24,17.37,–,–,11.24,17.37,–,–,–,–,140.80,26.73,114.06,–,–,177.02,"57,992.10"
Jul-2008,0.87,"49,624.69",0.10,"24,897.61",122.39,"11,150.84",24.86,388.18,–,–,–,–,32.55,69.73,22.50,55.78,–,–,22.45,55.78,10.05,13.94,–,–,10.05,13.94,–,–,–,–,139.91,26.87,113.04,–,–,180.77,"63,388.51"
Jun-2008,0.79,"45,139.61",0.09,"26,533.37",112.54,"10,734.08",21.56,259.45,–,–,–,–,29.91,65.49,20.62,52.62,–,–,20.62,52.62,9.29,12.87,–,–,9.29,12.87,–,–,–,–,137.17,27.02,110.15,–,–,164.89,"63,572.06"
May-2008,0.76,"44,484.17",0.11,"26,473.08",117.14,"11,054.12",19.87,305.11,–,–,–,–,30.83,69.55,21.50,55.82,–,–,21.50,55.82,9.33,13.74,–,–,9.33,13.74,–,–,–,–,134.99,26.73,108.25,–,–,168.70,"62,558.23"
Apr-2008,0.68,"48,479.57",0.08,"25,527.97",118.91,"12,078.97",20.51,318.86,–,–,–,–,29.99,68.37,21.55,56.11,–,–,21.55,56.11,8.44,12.26,–,–,8.44,12.26,–,–,–,–,133.30,28.31,104.99,–,–,170.17,"62,483.83"
Mar-2008,0.72,"47,118.03",0.09,"26,782.82",127.94,"13,093.61",19.28,312.59,–,–,–,–,29.76,64.88,21.05,53.00,–,–,21.05,53.00,8.72,11.88,–,–,8.72,11.88,–,–,–,–,129.98,27.55,102.44,–,–,177.79,"68,025.95"
Feb-2008,0.64,"47,011.99",0.10,"28,041.33",124.41,"11,564.47",22.46,"6,909.22",–,–,–,–,28.05,63.16,19.89,51.83,–,–,19.89,51.83,8.16,11.32,–,–,8.16,11.32,–,–,–,–,126.48,26.88,99.60,–,–,175.66,"72,845.96"
Jan-2008,0.64,"51,595.20",0.11,"27,686.10",131.39,"12,997.98",18.51,279.30,–,–,–,–,28.88,65.92,20.72,54.51,–,–,20.72,54.51,8.15,11.41,–,–,8.15,11.41,–,–,–,–,123.42,26.63,96.79,–,–,179.53,"70,377.40"
Dec-2007,0.55,"39,160.30",0.08,"20,900.76",124.29,"11,494.30",18.45,316.21,–,–,–,–,28.32,65.94,20.25,53.63,–,–,20.25,53.63,8.07,12.31,–,–,8.07,12.31,–,–,–,–,120.93,26.25,94.69,–,–,171.69,"54,828.66"
Nov-2007,0.52,"40,727.78",0.08,"19,735.28",118.05,"11,980.38",20.31,262.91,–,–,–,–,28.33,66.35,19.94,53.75,–,–,19.94,53.75,8.38,12.60,–,–,8.38,12.60,–,–,–,–,118.13,25.87,92.26,–,–,167.29,"54,869.33"
Oct-2007,0.48,"49,491.74",0.10,"24,894.58",130.96,"11,183.85",20.78,311.98,–,–,–,–,28.52,63.18,20.75,52.01,–,–,20.75,52.01,7.77,11.17,–,–,7.77,11.17,–,–,–,–,115.32,25.62,89.71,–,–,180.84,"57,995.67"
Sep-2007,0.41,"41,539.81",0.08,"22,354.12",110.62,"9,824.42",17.10,234.17,–,–,–,–,24.31,52.68,17.42,43.15,–,–,17.42,43.15,6.89,9.53,–,–,6.89,9.53,–,–,–,–,112.79,25.14,87.65,–,–,152.52,"53,659.47"
Aug-2007,0.42,"39,464.80",0.09,"22,385.38",121.52,"9,952.82",18.86,226.50,–,–,–,–,26.07,56.09,18.84,46.01,–,–,18.84,46.01,7.23,10.09,–,–,7.23,10.09,–,–,–,–,109.90,24.95,84.95,–,–,166.96,"54,336.62"
Jul-2007,0.40,"33,901.28",0.10,"19,975.13",122.57,"10,337.67",39.61,"1,552.13",–,–,–,–,41.84,82.34,17.95,44.51,–,–,17.95,44.51,23.89,37.84,–,–,23.89,37.84,–,–,–,–,106.46,24.49,81.97,–,–,204.51,"54,188.23"
Jun-2007,0.38,"31,851.38",0.09,"18,133.73",114.03,"10,201.64",36.00,"1,347.02",–,–,–,–,41.57,83.92,17.19,41.91,–,–,17.19,41.91,24.39,42.01,–,–,24.39,42.01,–,–,–,–,103.96,24.40,79.57,–,–,192.07,"50,428.04"
May-2007,0.37,"30,561.83",0.08,"16,901.98",117.89,"11,123.04",35.84,"1,524.12",–,–,–,–,39.93,80.02,17.47,42.96,–,–,17.47,42.96,22.46,37.06,–,–,22.46,37.06,–,–,–,–,102.59,24.13,78.46,–,–,194.11,"47,718.36"
Apr-2007,0.33,"30,521.45",0.09,"16,611.42",116.90,"10,206.49",37.05,"1,657.54",–,–,–,–,38.11,76.15,16.74,42.58,–,–,16.74,42.58,21.37,33.57,–,–,21.37,33.57,–,–,–,–,99.37,23.50,75.87,–,–,192.48,"48,027.25"
Mar-2007,0.37,"35,804.62",0.08,"16,270.12",132.47,"12,809.99",37.01,"1,067.27",–,–,–,–,36.37,74.04,15.83,40.99,–,–,15.83,40.99,20.55,33.04,–,–,20.55,33.04,–,–,–,–,98.10,23.12,74.98,–,–,206.30,"51,806.95"
Feb-2007,0.31,"24,923.96",0.07,"13,988.66",115.20,"10,092.36",33.00,"1,091.40",–,–,–,–,36.96,75.88,14.73,38.75,–,–,14.73,38.75,22.23,37.13,–,–,22.23,37.13,–,–,–,–,94.68,22.65,72.03,–,–,185.53,"41,262.81"
Jan-2007,0.30,"25,117.46",0.08,"13,706.67",114.40,"11,515.67",34.67,"1,216.48",–,–,–,–,37.58,77.16,16.19,41.10,–,–,16.19,41.10,21.39,36.06,–,–,21.39,36.06,–,–,–,–,91.95,22.11,69.84,–,–,187.03,"40,915.39"
Dec-2006,0.41,"26,735.09",0.07,"13,594.81",113.67,"10,061.91",34.06,"1,009.39",–,–,–,–,36.07,76.06,15.19,38.84,–,–,15.19,38.84,20.88,37.22,–,–,20.88,37.22,–,–,–,–,90.53,21.60,68.93,–,–,184.27,"42,133.37"
Nov-2006,0.39,"24,167.42",0.10,"16,635.23",115.62,"9,750.51",41.61,"1,119.90",–,–,–,–,35.45,73.17,13.96,36.02,–,–,13.96,36.02,21.49,37.14,–,–,21.49,37.14,–,–,–,–,87.52,21.10,66.42,–,–,193.17,"44,753.73"
Oct-2006,0.34,"19,302.89",0.06,"12,511.24",110.48,"9,206.02",33.29,797.37,–,–,–,–,34.20,69.77,15.17,39.92,–,–,15.17,39.92,19.04,29.85,–,–,19.04,29.85,–,–,–,–,86.34,20.49,65.86,–,–,178.38,"36,678.84"
Sep-2006,0.33,"21,207.84",0.08,"13,742.15",110.89,"10,036.43",35.84,823.74,–,–,–,–,34.17,65.91,13.62,32.70,–,–,13.62,32.70,20.55,33.21,–,–,20.55,33.21,–,–,–,–,81.44,20.04,61.40,–,–,181.31,"39,887.24"
Aug-2006,0.33,"13,878.72",0.07,"12,724.86",115.06,"9,377.57",34.66,967.47,–,–,–,–,32.81,61.15,13.98,32.12,–,–,13.98,32.12,18.84,29.03,–,–,18.84,29.03,–,–,–,–,78.53,19.57,58.96,–,–,182.94,"37,009.77"
Jul-2006,0.30,"13,464.66",0.06,"11,865.74",109.49,"8,756.09",11.84,169.18,–,–,–,–,18.30,35.77,13.37,29.57,–,–,13.37,29.57,4.93,6.20,–,–,4.93,6.20,–,–,–,–,76.34,19.03,57.31,–,–,139.99,"34,291.44"
Jun-2006,0.29,"14,374.08",0.07,"12,989.34",107.45,"9,354.56",10.74,94.39,–,–,–,–,16.81,33.31,12.55,27.74,–,–,12.55,27.74,4.26,5.57,–,–,4.26,5.57,–,–,–,–,73.26,18.58,54.69,–,–,135.36,"36,845.67"
May-2006,0.28,"15,057.70",0.07,"14,114.87",114.15,"9,934.52",9.37,158.97,–,–,–,–,17.63,35.57,13.19,29.71,–,–,13.19,29.71,4.44,5.86,–,–,4.44,5.86,–,–,–,–,70.75,18.06,52.70,–,–,141.50,"39,301.63"
Apr-2006,0.23,"12,157.39",0.06,"11,190.17",108.41,"9,528.62",8.94,101.51,–,–,–,–,15.92,31.56,11.77,26.16,–,–,11.77,26.16,4.15,5.41,–,–,4.15,5.41,–,–,–,–,69.53,17.72,51.81,–,–,133.56,"33,009.25"
Mar-2006,0.25,"14,099.49",0.06,"13,127.61",127.93,"11,740.11",7.64,93.43,–,–,–,–,18.89,36.50,14.75,31.16,–,–,14.75,31.16,4.14,5.34,–,–,4.14,5.34,–,–,–,–,–,–,–,–,–,154.53,"24,997.65"
Feb-2006,0.19,"9,497.49",0.06,"10,916.91",108.86,"9,148.26",8.34,88.13,–,–,–,–,17.31,33.44,13.49,28.73,–,–,13.49,28.73,3.82,4.71,–,–,3.82,4.71,–,–,–,–,–,–,–,–,–,134.57,"20,186.74"
Jan-2006,0.18,"10,874.55",0.07,"10,838.02",112.49,"9,276.33",7.38,85.70,–,–,–,–,18.77,34.69,14.71,29.59,–,–,14.71,29.59,4.07,5.10,–,–,4.07,5.10,–,–,–,–,–,–,–,–,–,138.71,"20,234.73"
Dec-2005,0.18,"13,088.18",0.07,"10,382.00",113.45,"9,959.31",7.27,82.45,–,–,–,–,18.65,33.77,14.62,28.66,–,–,14.62,28.66,4.04,5.11,–,–,4.04,5.11,–,–,–,–,–,–,–,–,–,139.44,"20,457.54"
Nov-2005,0.15,"10,265.89",0.06,"8,586.57",99.43,"8,291.69",6.27,75.70,–,–,–,–,17.94,32.30,14.33,27.56,–,–,14.33,27.56,3.61,4.74,–,–,3.61,4.74,–,–,–,–,–,–,–,–,–,123.70,"16,986.26"
Oct-2005,0.16,"10,469.56",0.06,"9,034.80",116.89,"9,570.67",7.71,98.26,–,–,–,–,14.59,29.62,10.41,25.05,–,–,10.41,25.05,4.19,4.56,–,–,4.19,4.56,–,–,–,–,–,–,–,–,–,139.26,"18,733.34"
Sep-2005,0.14,"9,811.64",0.06,"7,992.09",94.63,"8,227.77",7.62,97.09,–,–,–,–,15.28,29.77,11.90,26.01,–,–,11.90,26.01,3.37,3.76,–,–,3.37,3.76,–,–,–,–,–,–,–,–,–,117.59,"16,346.72"
Aug-2005,0.13,"8,713.87",0.06,"8,846.28",106.08,"8,491.12",7.76,95.94,–,–,–,–,15.76,34.80,12.34,30.60,–,–,12.34,30.60,3.42,4.20,–,–,3.42,4.20,–,–,–,–,–,–,–,–,–,129.66,"17,468.13"
Jul-2005,0.11,"8,126.62",0.05,"7,081.78",108.30,"8,292.75",6.56,96.70,–,–,–,–,16.64,31.70,12.68,26.76,–,–,12.68,26.76,3.96,4.95,–,–,3.96,4.95,–,–,–,–,–,–,–,–,–,131.55,"15,502.93"
Jun-2005,0.11,"8,308.19",0.07,"7,933.91",99.88,"9,850.37",6.44,91.41,–,–,–,–,15.67,33.49,12.16,27.14,–,–,12.16,27.14,3.51,6.35,–,–,3.51,6.35,–,–,–,–,–,–,–,–,–,122.05,"17,909.17"
May-2005,0.10,"6,305.58",0.06,"7,022.64",96.32,"10,197.61",4.97,80.10,–,–,–,–,16.65,36.91,12.92,32.11,–,–,12.92,32.11,3.74,4.80,–,–,3.74,4.80,–,–,–,–,–,–,–,–,–,118.00,"17,337.26"
Apr-2005,0.07,"5,847.30",0.04,"5,758.08",102.51,"10,245.37",5.29,81.09,–,–,–,–,15.61,30.84,11.78,25.49,–,–,11.78,25.49,3.83,5.35,–,–,3.83,5.35,–,–,–,–,–,–,–,–,–,123.45,"16,115.38"
Mar-2005,0.07,"5,825.66",0.06,"7,290.98",–,–,4.84,80.38,–,–,–,–,15.47,29.49,11.85,24.82,–,–,11.85,24.82,3.62,4.67,–,–,3.62,4.67,–,–,–,–,–,–,–,–,–,20.36,"7,400.86"
Feb-2005,0.06,"5,609.82",0.06,"7,125.82",–,–,5.22,63.85,–,–,–,–,14.27,26.66,10.68,22.02,–,–,10.68,22.02,3.59,4.64,–,–,3.59,4.64,–,–,–,–,–,–,–,–,–,19.55,"7,216.33"
Jan-2005,0.06,"5,563.14",0.05,"6,163.42",–,–,5.25,74.22,–,–,–,–,15.22,27.91,11.66,23.32,–,–,11.66,23.32,3.56,4.60,–,–,3.56,4.60,–,–,–,–,–,–,–,–,–,20.53,"6,265.56"
Dec-2004,0.06,"5,657.83",0.07,"7,813.18",–,–,4.62,77.98,–,–,–,–,14.87,28.33,11.34,23.77,–,–,11.34,23.77,3.53,4.56,–,–,3.53,4.56,–,–,–,–,–,–,–,–,–,19.55,"7,919.49"
Nov-2004,0.05,"4,234.17",0.05,"6,323.81",–,–,5.10,67.85,–,–,–,–,15.75,29.32,12.25,24.80,–,–,12.25,24.80,3.50,4.52,–,–,3.50,4.52,–,–,–,–,–,–,–,–,–,20.90,"6,420.98"
Oct-2004,0.04,"4,248.08",0.05,"5,566.55",–,–,5.44,56.26,–,–,–,–,14.78,27.00,11.31,22.52,–,–,11.31,22.52,3.47,4.48,–,–,3.47,4.48,–,–,–,–,–,–,–,–,–,20.27,"5,649.81"
Sep-2004,0.04,"3,470.41",0.05,"6,303.02",–,–,4.14,58.48,–,–,–,–,13.50,24.49,10.06,20.04,–,–,10.06,20.04,3.45,4.45,–,–,3.45,4.45,–,–,–,–,–,–,–,–,–,17.69,"6,385.98"
Aug-2004,0.03,"2,553.83",0.05,"5,334.61",–,–,4.98,72.19,–,–,–,–,14.21,25.04,10.79,20.63,–,–,10.79,20.63,3.42,4.41,–,–,3.42,4.41,–,–,–,–,–,–,–,–,–,19.23,"5,431.84"
Jul-2004,0.02,"1,407.14",0.06,"6,351.20",–,–,6.32,68.24,–,–,–,–,13.15,22.97,9.77,18.60,–,–,9.77,18.60,3.39,4.37,–,–,3.39,4.37,–,–,–,–,–,–,–,–,–,19.53,"6,442.41"
Jun-2004,0.02,"1,190.41",0.06,"6,270.37",–,–,4.29,48.40,–,–,–,–,13.70,23.43,10.34,19.09,–,–,10.34,19.09,3.36,4.34,–,–,3.36,4.34,–,–,–,–,–,–,–,–,–,18.06,"6,342.20"
May-2004,0.01,820.65,0.06,"6,222.24",–,–,3.27,47.87,–,–,–,–,13.19,23.28,9.86,18.98,–,–,9.86,18.98,3.33,4.30,–,–,3.33,4.30,–,–,–,–,–,–,–,–,–,16.52,"6,293.40"
Apr-2004,0.00,80.69,0.07,"6,348.00",–,–,4.44,61.29,–,–,–,–,12.88,22.55,9.57,18.29,–,–,9.57,18.29,3.31,4.27,–,–,3.31,4.27,–,–,–,–,–,–,–,–,–,17.38,"6,431.84"
